id,tokens,slots,intent
train-01396,BOS what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days EOS,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.date_relative O O O,atis_flight
train-03847,BOS looking for flights in toronto to san diego EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-02634,BOS what are the cheapest one way flights from atlanta to denver EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03541,BOS how about arrivals for american in atlanta EOS,O O O O O B-airline_name O B-toloc.city_name O,atis_flight
train-00711,BOS what time are flights from denver to san francisco on continental airlines EOS,O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O,atis_flight_time
train-03724,BOS show the flights from denver to san francisco EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-02862,BOS which flights travel from kansas city to los angeles on april ninth EOS,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00496,BOS show me all economy prices from dallas to baltimore EOS,O O O O B-economy O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-03811,BOS information on flights from pittsburgh to san francisco EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-00611,BOS list daily flights from oakland to boston using united airlines EOS,O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O,atis_flight
train-00590,BOS show me the flights from salt lake city to st. petersburg late night on tuesday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.period_mod B-depart_time.period_of_day O B-depart_date.day_name O,atis_flight
train-00137,BOS list all flights arriving or leaving denver between 8 and 9 pm EOS,O O O O O O O B-city_name O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time O,atis_flight
train-04149,BOS what flights go from dallas to tampa EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00223,BOS what cities does northwest fly to EOS,O O O O B-airline_name O O O,atis_city
train-00302,BOS show flight and prices kansas city to chicago on next wednesday arriving in chicago by 7 pm EOS,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.date_relative B-depart_date.day_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O,atis_flight#atis_airfare
train-00220,BOS what cities does continental service EOS,O O O O B-airline_name O O,atis_city
train-03420,BOS please show me continental flights from san francisco to pittsburgh on friday EOS,O O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-02754,BOS what is the fare on november seventh going one way from dallas to san francisco EOS,O O O O O O B-depart_date.month_name B-depart_date.day_number O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
train-02680,BOS what's the cheapest fare from san francisco to baltimore EOS,O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-03711,BOS what flights from newark to los angeles on wednesday EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,atis_flight
train-01509,BOS which flights are between boston and baltimore washington EOS,O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O,atis_flight
train-00495,BOS okay i need to see economy flights on united between dallas and baltimore EOS,O O O O O O B-economy O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00894,BOS i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day O B-or B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day O,atis_flight
train-03334,BOS on friday morning i would like to fly from toronto to montreal EOS,O O B-depart_date.day_name B-depart_time.period_of_day O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-04056,BOS flight leaving chicago to nashville EOS,O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-04029,BOS get flights from detroit to toronto EOS,O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03376,BOS show me flights from san francisco to boston on thursday EOS,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-02467,BOS what's the earliest flight from san jose to houston EOS,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02457,BOS what is the latest flight leaving washington for denver EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03922,BOS i would like to travel from denver to pittsburgh EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03662,BOS milwaukee to phoenix on saturday EOS,O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-02907,BOS flights from washington august second EOS,O O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-02302,BOS what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am EOS,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-04260,BOS show me all flights from boston to denver EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00944,BOS what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday EOS,O O O O O O O O O B-meal O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time O B-depart_date.day_name O,atis_airfare
train-03464,BOS please show me the flights available from san francisco to pittsburgh on tuesday EOS,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-03028,BOS how many flights does alaska airlines have to burbank EOS,O O O O O B-airline_name I-airline_name O O B-toloc.city_name O,atis_flight
train-01218,BOS what type of aircraft leaves from boston to washington dc before 9 am EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_aircraft
train-03737,BOS from baltimore to san francisco EOS,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-03015,BOS list the delta airlines flights from boston to philadelphia EOS,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03467,BOS give me the flights from new york to las vegas and memphis to las vegas on sunday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,atis_flight
train-03131,BOS what flights leave phoenix on wednesday evening and arrive in milwaukee EOS,O O O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name O,atis_flight
train-00545,BOS is there a flight from atlanta to san francisco which connects in dallas EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-connect O B-stoploc.city_name O,atis_flight
train-03904,BOS show me flights between denver and baltimore EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02677,BOS what's the cheapest flight from baltimore to dallas on american EOS,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O,atis_flight
train-03980,BOS flights from nashville to seattle EOS,O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00837,BOS show me ground transportation information for san francisco EOS,O O O O O O O B-city_name I-city_name O,atis_ground_service
train-03571,BOS list the flights from pittsburgh to san francisco on thursday EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O,atis_flight
train-03077,BOS do you have an american airlines flight from denver to san francisco in the early morning EOS,O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day B-depart_time.period_of_day O,atis_flight
train-03163,BOS give me the flights from chicago to seattle on saturday morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-02875,BOS display all flights from pittsburgh to san francisco on august second EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00331,BOS please list ground transportation from ewr into new york city EOS,O O O O O O B-airport_code O B-city_name I-city_name I-city_name O,atis_ground_service
train-01795,BOS show me the airlines between boston and toronto EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
train-03807,BOS list flights from dallas to san francisco EOS,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-02001,BOS does midwest express serve montreal EOS,O O B-airline_name O O B-city_name O,atis_flight
train-00332,BOS what is ord EOS,O O O B-airport_code O,atis_abbreviation
train-00910,BOS what does code y mean EOS,O O O O B-fare_basis_code O O,atis_abbreviation
train-02454,BOS what is the earliest morning flight leaving boston for washington EOS,O O O O B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01948,BOS show me the first class fares from baltimore to dallas EOS,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-02533,BOS what is the cheapest round trip flight from denver to atlanta EOS,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-04008,BOS i want to leave from philadelphia and go to atlanta baltimore and boston please list these flights EOS,O O O O O O B-fromloc.city_name O O O B-toloc.city_name B-toloc.city_name O B-toloc.city_name O O O O O,atis_flight
train-03892,BOS please list the flights from denver to phoenix EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00439,BOS please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday EOS,O O O O O O O B-cost_relative O O O O B-fare_amount I-fare_amount O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name O,atis_flight
train-02890,BOS display all flights from dallas to boston on july thirtieth EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-02755,BOS please show me the round trip flights from st. petersburg to toronto EOS,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-01448,BOS show me round trip fares between san francisco and washington dc EOS,O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,atis_airfare
train-03333,BOS i want to go from boston to washington on monday morning EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-04112,BOS i would like to fly to baltimore EOS,O O O O O O O B-toloc.city_name O,atis_flight
train-00561,BOS show me all direct flights from dallas fort worth to either san francisco or oakland EOS,O O O O B-connect O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O,atis_flight
train-02869,BOS show me flights leaving from san francisco to denver on september thirtieth EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-03026,BOS list american airlines flights from milwaukee to san jose wednesday EOS,O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O,atis_flight
train-01587,BOS define airline ua EOS,O O O B-airline_code O,atis_abbreviation
train-02604,BOS what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon EOS,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O,atis_flight
train-00830,BOS what ground transportation is available at denver airport EOS,O O O O O O O B-airport_name I-airport_name O,atis_ground_service
train-00932,BOS what does y mean EOS,O O O B-fare_basis_code O O,atis_abbreviation
train-02842,BOS do you have a flight from salt lake city to st. petersburg on june second EOS,O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-02471,BOS what is the latest flight i can take from washington to san francisco EOS,O O O O B-flight_mod O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-01178,BOS show me the type of aircraft that canadian airlines uses EOS,O O O O O O O O B-airline_name I-airline_name O O,atis_aircraft
train-00679,BOS list the total number of flights to all airports by delta EOS,O O O O O O O O O O O B-airline_name O,atis_quantity
train-01724,BOS please show me airlines with flight service from boston to denver from denver to philadelphia and from philadelphia to boston EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name O,atis_airline
train-01774,BOS show me a list of all the airlines that offer business class service EOS,O O O O O O O O O O O B-class_type I-class_type O O,atis_airline
train-02716,BOS show me flights from milwaukee to orlando on a thursday before noon EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time O,atis_flight
train-04246,BOS i'd like to find a flight between dallas and philadelphia EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-04030,BOS i would like to see the flights from baltimore to philadelphia again EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O,atis_flight
train-02867,BOS what are the flights from tacoma to san jose also on tuesday the eighteenth of may EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name O B-depart_date.day_number O B-depart_date.month_name O,atis_flight
train-04096,BOS show me flights from montreal to orlando EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00116,BOS is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning EOS,O O B-airline_code O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-flight_stop I-flight_stop O B-depart_date.today_relative B-depart_time.period_of_day O,atis_flight
train-00701,BOS what times on wednesday could i take a plane from denver to oakland EOS,O O B-flight_time O B-depart_date.day_name O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight_time
train-03952,BOS what are all the flights into atlanta's airport EOS,O O O O O O O B-toloc.city_name O O,atis_flight
train-00770,BOS what is the least expensive fare from boston to salt lake city EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O,atis_airfare
train-03738,BOS can you list all flights from toronto to san diego EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-02709,BOS what flights leave denver before noon on northwest airlines EOS,O O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O B-airline_name I-airline_name O,atis_flight
train-01643,BOS show me all twa flights please EOS,O O O O B-airline_code O O O,atis_flight
train-03879,BOS i need to fly between philadelphia and atlanta EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02984,BOS what are the classes of service for american airlines EOS,O O O O O O O O B-airline_name I-airline_name O,atis_flight
train-02774,BOS round trip flights from orlando to montreal please EOS,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O,atis_flight
train-03276,BOS show me the evening flights from philadelphia to baltimore EOS,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03916,BOS what flights do you have from milwaukee to tampa EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02046,BOS ground transportation denver EOS,O O O B-city_name O,atis_ground_service
train-02257,BOS all flights to baltimore after 6 pm EOS,O O O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-03669,BOS i would like to go from atlanta to denver on tuesday EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O,atis_flight
train-02687,BOS what northwest airline flights leave denver before noon EOS,O O B-airline_name I-airline_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O,atis_flight
train-03161,BOS show me the flights that go from atlanta to washington on thursday mornings EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-01863,BOS show me nonstop flights from kansas city to phoenix EOS,O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-03253,BOS memphis to las vegas sunday afternoon EOS,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-01526,BOS what's the cheapest fare for a round trip from indianapolis to orlando on december twenty seventh EOS,O O O B-cost_relative O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O,atis_airfare
train-03379,BOS show me all flights from san francisco to atlanta EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02335,BOS what flights from pittsburgh to newark after 1020 pm EOS,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O,atis_flight
train-03974,BOS please give me a list of flights leaving boston going to pittsburgh EOS,O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O,atis_flight
train-00365,BOS airports in new york EOS,O O O B-city_name I-city_name O,atis_airport
train-01160,BOS show me the price of flight ea 212 from atlanta to washington EOS,O O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-03402,BOS flights from long beach to nashville EOS,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00556,BOS i need the cheapest direct flight from atlanta to denver leaving on may seventh EOS,O O O O B-cost_relative B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-00933,BOS what is fare code qo mean EOS,O O O O O B-fare_basis_code O O,atis_abbreviation
train-00189,BOS what does ap57 mean EOS,O O O B-restriction_code O O,atis_abbreviation
train-00112,BOS explain the restriction ap 80 EOS,O O O O B-restriction_code I-restriction_code O,atis_abbreviation
train-01410,BOS i need a return flight from chicago to kansas city leaving chicago around 7 in the evening on the day following next wednesday EOS,O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O O O B-depart_date.date_relative O B-depart_date.day_name O,atis_flight
train-03409,BOS show me all flights from san francisco to pittsburgh on a monday EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O,atis_flight
train-00408,BOS please list the cost of all flights from philadelphia to denver airport next sunday EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name B-depart_date.date_relative B-depart_date.day_name O,atis_airfare
train-04138,BOS show me the flights from philadelphia to atlanta EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00231,BOS what city is mco EOS,O O O O B-airport_code O,atis_city
train-00369,BOS what's the airport at orlando EOS,O O O O O B-city_name O,atis_airport
train-01718,BOS i need a flight from atlanta to baltimore nonstop arriving at 7 pm please EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop O O B-arrive_time.time I-arrive_time.time O O,atis_flight
train-00059,BOS how many fare codes belong to economy class EOS,O O O O O O O B-economy I-economy O,atis_quantity
train-00574,BOS i need a ticket from los angeles to charlotte that leaves early in the morning EOS,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_mod O O B-depart_time.period_of_day O,atis_airfare
train-04007,BOS find me a flight that flies from memphis to tacoma EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02815,BOS list the flights from cincinnati to denver on june sixth EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-01565,BOS cheapest fare from indianapolis to orlando on the twenty seventh of december EOS,O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O,atis_airfare
train-02038,BOS does midwest express serve philadelphia EOS,O O B-airline_name O O B-city_name O,atis_flight
train-00002,BOS now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday EOS,O O O O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative I-arrive_time.time_relative I-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-03168,BOS show me flights from milwaukee to orlando on thursday morning EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-01521,BOS i would like to fly from denver to boston on wednesday the twenty first EOS,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number O,atis_flight
train-02373,BOS show me the flights before 8 am on august second from boston to denver on delta EOS,O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-airline_name O,atis_flight
train-03203,BOS what flights are available friday afternoon from atlanta to dallas EOS,O O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00444,BOS flights from baltimore denver and pittsburgh to philadelphia where the round trip fare for each is less than 1000 dollars EOS,O O O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name O O B-round_trip I-round_trip O O O O B-cost_relative O B-fare_amount I-fare_amount O,atis_flight
train-00211,BOS what's the earliest flight from boston to bwi that serves dinner EOS,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.airport_code O O B-meal_description O,atis_flight
train-03726,BOS what flights go from phoenix to salt lake city EOS,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O,atis_flight
train-02998,BOS list the flights on canadian airlines international EOS,O O O O O B-airline_name I-airline_name I-airline_name O,atis_flight
train-00892,BOS bring up flights from milwaukee to orlando on wednesday night or thursday morning EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O,atis_flight
train-02772,BOS okay could you get me a round trip ticket from indianapolis to kansas city EOS,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
train-00487,BOS what flights are available from dallas to atlanta with one way economy fares EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-round_trip I-round_trip B-economy O O,atis_flight
train-02329,BOS find me a flight leaving boston at 12 o'clock EOS,O O O O O O B-fromloc.city_name O B-depart_time.time I-depart_time.time O,atis_flight
train-00192,BOS show me flights arriving in baltimore from pittsburgh between 4 and 5 pm EOS,O O O O O O B-toloc.city_name O B-fromloc.city_name O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,atis_flight
train-01614,BOS is there a twa flight from las vegas to new york EOS,O O O O B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_flight
train-03751,BOS i need flights departing from oakland and arriving salt lake city EOS,O O O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O,atis_flight
train-03924,BOS show me all flights arriving to denver from boston EOS,O O O O O O O B-toloc.city_name O B-fromloc.city_name O,atis_flight
train-02897,BOS what are the flights from denver to san francisco on tuesday october fifteenth EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-01960,BOS show me all the flights from denver and all the flights from miami that arrive at baltimore around noon EOS,O O O O O O O B-fromloc.city_name O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O,atis_flight
train-01893,BOS what is the first class fare from boston to dallas EOS,O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
train-01737,BOS please show me airlines with flights from denver to boston with a stopover in philadelphia EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O,atis_airline
train-00793,BOS what is the most expensive flight from dallas to baltimore EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02762,BOS a one way flight from boston to san francisco please EOS,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,atis_flight
train-04190,BOS show me flights from denver to philadelphia EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02274,BOS what flights leave after 7 pm from philadelphia to boston EOS,O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00882,BOS give me the flights from milwaukee to phoenix on saturday or sunday on american airlines EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name O B-airline_name I-airline_name O,atis_flight
train-00785,BOS list least expensive flight from dallas to baltimore EOS,O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02829,BOS can you show me what flights are available on december sixteen going from oakland to dallas EOS,O O O O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-02676,BOS i'd like to make a trip between atlanta and boston i wish to know the cheapest fare EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-cost_relative O O,atis_flight
train-01400,BOS please list available flights for next saturday from philadelphia to dallas EOS,O O O O O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O,atis_flight
train-00746,BOS please list any flight available leaving oakland california tuesday arriving philadelphia wednesday EOS,O O O O O O O B-fromloc.city_name B-fromloc.state_name B-depart_date.day_name O B-toloc.city_name B-arrive_date.day_name O,atis_flight
train-04050,BOS give me flights that arrive in baltimore from atlanta denver and pittsburgh EOS,O O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name O,atis_flight
train-00307,BOS list all flights and their fares from memphis to miami on a wednesday evening EOS,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day O,atis_flight#atis_airfare
train-02882,BOS i would like to book a flight on continental airlines from chicago to seattle on june first EOS,O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-04184,BOS show me oakland to dallas flights EOS,O O O B-fromloc.city_name O B-toloc.city_name O O,atis_flight
train-00100,BOS what flights from kansas city to chicago arrive at chicago at 7 pm next wednesday EOS,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O,atis_flight
train-00774,BOS which are the least expensive flights between dallas and baltimore on july nineteenth EOS,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O,atis_flight
train-03020,BOS list the flights from philadelphia to dallas on american airlines EOS,O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O,atis_flight
train-03414,BOS delta flights from san francisco please EOS,O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O O,atis_flight
